sha256,size,count,paths
2e265aa3e33784a7cf843a5626c4b02e585eaebd4ad9ecf2e9b20e40b1122ad4,455,2,results/20260721_srr_batch4_forced_fold0_training/selected_checkpoint_evaluation/nnunet_fold0_reproduction.json|results/srr_production/evaluation/nnunet_fold0_reproduction.json
34a8570761c6a7509ff1694a40a0c36fc3f95094d10b9418a93e23a5549f9d51,454,2,results/route_B/round04/executors/B1/attempts/htzhulab_retry1/completion.json|results/route_B/round04/executors/B1/completion.json
c695160849c31566cc04e1206d28275ef20ba8ef974f480e08cc4881427f436c,445,2,configs/route_B_round03/temporal.yaml|configs/route_B_round04/temporal.yaml
e97a9afaff26417705ba8e2f51b42a280e041eaadaf4cdc73f6c9a468c3c0577,440,2,results/20260803_care_ase_r2_full_fidelity_execution/reviewer_semantic/SEMANTIC_R1/canonical_stock_oof_oracle.json|results/20260803_care_ase_r2_full_fidelity_execution/reviewer_semantic/SEMANTIC_R2/canonical_stock_oof_oracle.json
5b7f51bb02bb3a0b935ae5883d74acdf3ebaf03a11a13e4d2eaa0870347e4ea2,423,2,configs/route_B_round03/cine.yaml|configs/route_B_round04/cine.yaml
076d1c1944cfff313e0f57d82564f5df05ebd42c09985488fd768ce30739f9aa,421,2,results/20260803_care_ase_r2_full_fidelity_execution/reviewer_semantic/SEMANTIC_R1/loss_scale_audit.csv|results/20260803_care_ase_r2_full_fidelity_execution/reviewer_semantic/SEMANTIC_R2/loss_scale_audit.csv
c5acf432e8edd791b4a4d9dba30b2a0eaf6b6cf497e27b1c1e74d17c341741df,397,2,results/20260803_care_ase_r2_external_review_repair_v7/augmentation_z_axis_semantics_fold1.json|results/20260803_care_ase_r2_final_pretraining_closure_v8/augmentation_z_axis_semantics_fold1.json
5e0cba48ce48206475e1dd5563756492abee43d0adb87e4c92a1003e234caf18,397,2,results/20260803_care_ase_r2_external_review_repair_v7/augmentation_z_axis_semantics_fold4.json|results/20260803_care_ase_r2_final_pretraining_closure_v8/augmentation_z_axis_semantics_fold4.json
1e12d76107f64046adbeacd963cd9b770b017e146a595dccbcee5c91dffef7e7,383,2,results/20260803_care_ase_r2_last_hotfix_v9/named_evidence_liveness_fold1.json|results/20260803_care_ase_r2_last_hotfix_v9/named_evidence_liveness_fold4.json
206f071c29c765be56dfbf676aecc6d4708232fe0e80de1e79b4a7fe74bc965d,373,2,results/20260803_care_ase_r2_pretraining_fidelity_repair_v5/outer_access_audit_receipt_fold1.json|results/20260803_care_ase_r2_pretraining_fidelity_repair_v5/outer_access_audit_receipt_fold4.json
bf18ecc0021465f9568a22e2cab4c2492cb1753de305e3c0bcaec412a529f3a9,371,2,results/20260803_care_ase_r2_external_review_repair_v7/full_volume_extent_aggregation_oracle.json|results/20260803_care_ase_r2_pretraining_fidelity_repair_v5/full_volume_extent_aggregation_oracle.json
64e491ec92bc210f89310598e9291b8af49745b3698f3cc5d9a6a0aaab622017,367,2,third_party/MoSAIC/source/docker/cinemyops/Dockerfile|third_party/MoSAIC/source/docker/myops/Dockerfile
1a4a29681a8595bd1612771d8c1a6dfed53482799e0678eee7a68689b74b9d71,333,2,results/20260803_care_ase_r2_last_hotfix_v9/full_volume_step0_parity_fold1.json|results/20260803_care_ase_r2_last_hotfix_v9/full_volume_step0_parity_fold4.json
25a372f742a3c7047b23c2c39b5abb0ec08abd82eaf821096744b18fc70191d3,324,2,results/20260803_care_ase_r2_full_fidelity_execution/reviewer_semantic/SEMANTIC_R1/denominator_audit.csv|results/20260803_care_ase_r2_full_fidelity_execution/reviewer_semantic/SEMANTIC_R2/denominator_audit.csv
6826c44a50dd832edcf617ebf266591a6551fee01594dabacda260fc9a0d29d4,322,2,results/20260801_care_test_docker_rootless_unblock/architecture_delta_draft.md|results/20260801_care_test_docker_rootless_unblock/architecture_delta_final.md
a201cf16c732b96ade890fea47d116c5f0c7d4c4a7404e3cdc8f9cd72c96a031,313,2,results/20260805_care_myops_single_slice_hotfix_repackage/image_asset_invariance_receipt.json|results/20260805_care_myops_single_slice_hotfix_repackage/model_invariance_comparison.json
66206607a46b8f3a375cbfdf7efeffbc11c698236eefd259cbfe55f33d7bf850,303,2,results/20260727_care_dg_dual_pathology_validation/gate_b_r1_validator_report.json|results/20260727_care_dg_dual_pathology_validation/runtime/repaired_formal_scar_priority/fold0/gate_b_r1_evaluation/gate_b_r1_validator_report.json
92e93941e0d8711091205de62a0b9f870651816c66a9a475226650c816324006,302,2,configs/route_B_round03/registration.yaml|configs/route_B_round04/registration.yaml
16ba9b2af26bab71d9c623cfae609e1878c33e06332a95033ef4ae68951ddec3,301,2,results/20260626_cine_temporal/safe_split.md|results/20260629_cine_motion_pathology/safe_split.md
85c8fb416653c534a625cd8838dfceb87f32c2fb9e7cdc4047a03d64a5a49457,291,2,results/route_B/round04/executors/B1/anatomy_target_roundtrip.json|results/route_B/round04/executors/B1/attempts/htzhulab_retry1/anatomy_target_roundtrip.json
c6390708348d96128f55f835f8e4e4f19b64df363a94e866e7dd91f737232e1e,287,2,results/route_B/round04/executors/B1/attempts/htzhulab_retry1/training_adequacy.csv|results/route_B/round04/executors/B1/training_adequacy.csv
96c0e02ed07937cfcba90950f9d5560f0062b489ae19b85be54d175f76a25788,257,2,results/route_C/cine_registration_fidelity_report.csv|results/route_C/executors/cine/cine_registration_fidelity_report.csv
cd79b4348f813e7815d2bb1d374679680f618260186673a5dfd972b9d1a85cc6,256,2,results/route_C/cine_pretrained_random_control.csv|results/route_C/executors/cine/cine_pretrained_random_control.csv
87f3cfac9b2f45b2b05cc4154d024d201778d67ca0603c20d55b24e20236acfd,223,2,results/route_C/cine_temporal_resume_report.csv|results/route_C/executors/cine/cine_temporal_resume_report.csv
1bd70e77557c202b1692eff2671a2612187743a019fb3fac15aa16511bd1b74f,220,2,results/20260727_care_dg_dual_pathology_validation/gate_b_validator_report.json|results/20260727_care_dg_dual_pathology_validation/runtime/repaired_formal_scar_priority/fold0/gate_b_evaluation/gate_b_validator_report.json
5e24376cdd85fadf8fd0368084d3b84ccbfcbe2bed2eb0a26265840300e77d52,218,2,results/20260629_srr_v2_unet_core/combined_sources/decision.md|results/20260629_srr_v2_unet_core/decision.md
40bebf4209f5c676a20f46792afb7a8d357bd43fd52ba6af9f72251de3a353e3,194,2,results/20260801_care_test_docker_packaging/architecture_delta_draft.md|results/20260801_care_test_docker_packaging/architecture_delta_final.md
3e9a5f94d31e51ade8c9967d06cfda15b63e73ddb1cd7ab8aae7e69ab21fec21,191,2,results/route_B/round04/executors/B1/attempts/htzhulab_retry1/save_reload_report.json|results/route_B/round04/executors/B1/save_reload_report.json
81307a523d867b3e20925961f550343cef8e55f51a66ffed0ce9d4acc18f2de7,174,2,results/route_C/mapper_report_final.md|results/route_C/round03/R3/mapper_report_final.md
ac2af92132469a765d27d824b2537d782af609c91cc44700573a425e2eb81776,166,2,results/20260801_care_nnunet_mosaic_complementarity_closure/architecture_delta_draft.md|results/20260801_care_nnunet_mosaic_complementarity_closure/architecture_delta_final.md
c2d238f954c213efcc7356f1a1c052adc69aae48ead87a4b52d29148ac94a567,147,2,results/20260714_srr_v3_m10_followup_cine_runtime/temporal_case_metrics.csv|results/20260714_srr_v3_m10_followup_cine_runtime/temporal_control_help_harm.csv
d07ac5b4647c2664587bda5473875567507e3d4472b629a00af261d3f9cf8731,132,2,results/route_B/round04/executors/B1/attempts/htzhulab_retry1/validator_report.json|results/route_B/round04/executors/B1/validator_report.json
c3d1ed6b28addb5c30e1768339cf9a552d11506f538f8d5046808670f21bc010,123,2,results/route_C/round03/R3/strict_validator_report.md|results/route_C/strict_validator_report.md
a7d18c3c8e0f054da8b551a8cd55d8c0739f4b82bd281bbdf6a69f52b7b80980,115,2,results/route_B/round04/executors/B1/anatomy_intervention_receipt.csv|results/route_B/round04/executors/B1/attempts/htzhulab_retry1/anatomy_intervention_receipt.csv
9d63dcce0c3700fdfdc789644e1223e0cd55e0237d6739b31027adb18c45fd88,87,2,results/20260803_care_ase_r2_full_fidelity_execution/denominator_audit.csv|results/20260803_care_ase_r2_pretraining_fidelity_repair_v4/denominator_audit.csv
11878e41ecd07d9c58ef4da2e3f61883328194ebe86b008a972bccabf22fd1c4,74,2,results/20260714_srr_v3_m10_followup_wave2_reconciliation/validator_report.md|results/20260714_srr_v3_m10_followup_wave2_reconciliation/validator_selftest_report.md
6bd7b80ba80a7aee26638f1fce81d4e3cf99f3e5af7a97c4bff9924d71cfa53b,71,2,docker/CARE2026_Myocardium/CineMyoPS/entrypoint.sh|docker/CARE2026_Myocardium/MyoPS/entrypoint.sh
d32a73f5eb6209406e453e03f2345b881c88b0feecf70b4ece51310e55305d08,66,2,results/route_B/round04/executors/B1/anatomy_gradient_receipt.csv|results/route_B/round04/executors/B1/attempts/htzhulab_retry1/anatomy_gradient_receipt.csv
15a78bb22fa046141602f4a055d22d9c71d29c647d1208000c6818eefb6da44c,65,2,results/route_B/round04/executors/B1/anatomy_microset_metrics.csv|results/route_B/round04/executors/B1/attempts/htzhulab_retry1/anatomy_microset_metrics.csv
543de5df43cf28ae764c04c3b9c53ccdfe29f5d9d7ab16e26a2d56c58e96d107,56,2,results/route_B/round03/executors/B10/heavy_artifact_scan.json|results/route_B/round04/executors/B10/heavy_artifact_scan.json
dc571d75225443127fc6354af1a764a4fea6e54f45f5faafa3fc3dec92a35042,47,2,results/route_B/round04/executors/B3/no_t2_safety.csv|results/route_B/round04/executors/B5/no_t2_safety.csv
7206f26859d6f8e465cf34977616497044ed4aafe4cde601e7ca1147f4e3d78a,26,2,results/route_B/round03/executors/B10/case_safety_matrix.csv|results/route_B/round03/executors/B10/help_harm_matrix.csv
